project_id,name,time_took
kkst1710966493,Help Coyote Eyes Grow An EP,4217582.0
kkst1232260739,SCREAM MACHINE,4235285.0
kkst2062838089,"Pezzettino and LMNtlyst press sexy record """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""LubDub""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3025134.0
kkst7368875,Help Deezy & the Brobots Record Their Next EP!,3973765.0
kkst373624679,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Won Over Frequency"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Pre-order/Fundraiser",2106774.0
kkst1882849783,Meditations On Trafficking - The DVD Release,3662722.0
kkst1949410830,New Cary Hudson solo album - Seems To Me,3900516.0
kkst435534923,Portable Landscape,2899220.0
kkst391452550,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Upside-Down Town"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" New record by Greg Trooper",2160107.0
kkst1978197339,Poster Offensive 5,2592726.0
kkst2085235856,Other People,3739463.0
kkst469870916,Chris Dorman - Sita worldwide,3149476.0
kkst462675298,Twice Exceptional (2e),2592891.0
kkst2121619483,A Son Like You Needs Finishing Funds!,3893791.0
kkst1547952431,Secret Agent OverPopulation Plan: Laser Cutter @ FAMiLab,2592581.0
kkst1626043708,Karma Walkers,7774092.0
kkst1076924331,Fortunato's Smile,7706037.0
kkst1966143082,"Fuel Dwight Twilley's """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Green Blimp"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Album and get cool Stuff and Junk!!!",2651608.0
kkst80272014,Ultimate Songs From The Pit: the New Album by Shael Riley & The Double Ice Backfire,3971132.0
kkst399373876,Great icons for mobile apps,2592715.0
kkst442654011," A Volume of Victor Meksin's Collected Poems, with Illustrations by Leeza Meksin",4223178.0
kkst1405224144,Toothbrush - The Short Film,3974395.0
kkst337081164,Frankenpine's first full-length album: The Crooked Mountain,3563163.0
kkst1971587888,Hear No Evil: A Horror Short Film,4423496.0
kkst83933808,please kickstart preacher roe's record,1764856.0
kkst327748824,Making our short film 'REUNITED' Oscar Eligible,1555339.0
kkst916278839,Annie Lanzillotto Band Debut Album,3592808.0
kkst1101375965,PAPER MACHINE: Muster zine,2400177.0
kkst397766356,Straight Jacket Tour of America,5136054.0
kkst677626279,Musopen: Record and release free music without copyrights.,2592214.0
kkst1173987149,Northeast,3214696.0
kkst871079166,Hujan Panas (Afternoon Rain) S.O.S,2592665.0
kkst2125040640,"Publishing Marosa di Giorgio's """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The History of Violets"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" ",3966037.0
kkst1892151595,Ready. Set. GRO!,2592745.0
kkst808090693,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Is This the Al Jaffee Art Exhibit?""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2576114.0
kkst1074981722,The Hollows Debut LP,3973502.0
kkst475222200,"Traveling Troubadours - """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""More Than A Show"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" - Serving. Singing. Storytelling.",4603018.0
kkst69930901,The Lion and the Unicorn (Thesis Film),3452289.0
kkst1248966936,Sell The Heart Records needs your help to get us started!!!,2592228.0
kkst140250864,Rhode Island Mini Maker Faire,2592831.0
kkst520736684,I am John Wayne - a short film,2374440.0
kkst1386995431,"S.K.I.P. needs YOU to make """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Until the Very End"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" a reality.",3848291.0
kkst439853678,Let It Go: Tyler Heath's New Album,2417971.0
kkst887966594,Zombis Blanc,2592144.0
kkst754640221,Last Dufus Album and Show,3971027.0
kkst1689682295,YOU Release the NEW Goddamn Electric Bill VINYL RECORD,2582187.0
kkst1116856074,White Collar Brawler,2160775.0
kkst1238580874,"Denitia's Music Video for """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Lover""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592885.0
kkst1071220571,The Blue Party!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2592100.0
kkst316304903,Pet Lions debut album!,2592653.0
kkst1902360140,"Help Stalker Chronicles, the web series, fund their last three episodes!",2592197.0
kkst1406272183,Se Parte De Una Nueva Hazaña + Recibe algo Cool y Exclusivo! (video w/subtitles),3823796.0
kkst876168927,"The Bailen Brothers - New Album , Tour, and More",3188115.0
kkst2020575534,Award winning high school orchestra to perform at Carnegie Hall!!,2592877.0
kkst676224325,"Help Musicians in Niamey, Niger Record and Promote their Music and Culture!",3948361.0
kkst1452124726,Muscle Wire @ Maker Faire,2422027.0
kkst2128493443,"James M. Gregg records debut jazz/rock fusion album, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Another Bridge Born""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3990075.0
kkst904429235,SpaceUp = Awesome (squared!),1815011.0
kkst1427258248,Massive.tv: An online storytelling laboratory for creative college students,5047774.0
kkst616805086,"SUPPORT DIVERJE AND OUR NEW ALBUM, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""BURN AWAY"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" TO COME OUT IN SEPTEMBER !",4046523.0
kkst356427214,DECKTECHS: A Dramatic Comedy Science Fiction Pilot,4343505.0
kkst401706779,Heartroot Cross-Country Tour 2010,3831538.0
kkst1225411862,Auto!Automatic!! Records and Releases a New Album,3914113.0
kkst974779103,YOU launch The Family Crest's debut album,5193248.0
kkst1187665122,"“Selene’s Hollywood Confidential"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", an online Soap",3012374.0
kkst287039867,First ever iPhone walking tour app for NYC's Upper West Side,3053087.0
kkst72740486,"The Baristas: Comedy, with Room for Cream.",2938163.0
kkst833973952,Become a Slowtrain VIP,2592750.0
kkst42558316,The Fucking Word of the Day Calendar,2592815.0
kkst1589213165,Melody's Chopin CD,3542017.0
kkst982496443,Sister Crayon Touring Van Project,3197522.0
kkst604229053,"ALL OF US release The Product's NEW record, YOU get your name in it, and more!",3024389.0
kkst1056113364,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""3 Weeks in September"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (a documentary about 4 southern up and coming standup comics)",3456855.0
kkst1033987668,For the Love of Meat- A film about 4 friends and the bottomless culture that is BBQ,2592539.0
kkst47695195,THE 469 RIDE,2592767.0
kkst260265310,Mark makes an album,3888445.0
kkst1551129339,Lockpicks by Open Locksport,6148972.0
kkst582177144,The Center,3888801.0
kkst82798535,CPR,2592662.0
kkst1898412494,Truth & Consequence - October Artist & Audience Coop,3979275.0
kkst780179130,27/F/Los Angeles Seeks Funding from ?/M  or ?/F for Technology to Display Video Work,3451852.0
kkst582509513,The Facebook Faux Pas - A Short Comedy Film,1936191.0
kkst1875533471,Rhino Bucket - New Album Project,2592228.0
kkst1597759234,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Promised Land"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Spirituals CD: Sacred Songs of the South",6541906.0
kkst1695488805,Hartford Metro Map,5068403.0
kkst899647916,Let's make a Beth Bombara record on Vinyl!,4561360.0
kkst754628844,Adam Strange - new GFE album - Pop Culture Vol. 2 - New Americana,2851636.0
kkst911288868,PEOPLE ROCK!: vol 1. Awesome Artists,3974351.0
kkst1294882605,Scott Pryor & The Common Sinners: 5-song EP Project,3507520.0
kkst1595116594,Ripped Heart : the next Extra Life EP,5187735.0
kkst1835536457,Taming Clancy: A Teen Read (without Vampires),3888122.0
kkst1581009328,TPB AFK: The Pirate Bay – Away From Keyboard,2673960.0
kkst139467268,"Help SHAG, MARRY, KILL clean up its act. ",2592832.0
kkst1653472508,Star Command: A Sci-Fi Comedy Webseries,5185647.0
kkst2038006146,Give & Getaway: Volunteer Vacations (Episode 2),1764054.0
kkst550443638,BLOOD FARE: A modern Civil War ghost story. Every soul has its price.,6043173.0
kkst815403316,Itchy-O Rock/Doc: An investment in spontaneity,4010378.0
kkst17077164,Forever Famicom: The NES-talgia continues in a DVD and Vinyl Project!,2592447.0
kkst1908334505,"GAMEFUL, a Secret HQ for Worldchanging Game Developers",3319082.0
kkst1289885495,Inchy Makes Friends: Art Supplies for Children's Drawings of The Neighborhood,1210258.0
kkst1311037319,Boneshaker Books,2592203.0
kkst1883935637,Inshallah: A Video Journey Through the Gaza Strip -  Worldwide Preview Screening Tour,2592046.0
kkst1428860492,100 Tiny Home Paintings,3713917.0
kkst1101644693,"$350 to help make an INDIVIDUALIST film, rather than an 'independent' film!",7769642.0
kkst1528502504,SPIRAL: the last step,1210059.0
kkst1345050355,Epic Dust: An Extravaganza of Infamy,3024837.0
kkst1816899414,Lines of Fire: A fantasy battle board game. (Monthly Game Creation Project Sept 2010),2563504.0
kkst1827482828,"Get My """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Unsung Heroes"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Project Out To The People!",7765986.0
kkst1459699227,Equilibrium,3626720.0
kkst1688009199,Redneck Ninjas,5220012.0
kkst984049702,Blind Director's Feature Film: THE BUNKER,5147709.0
kkst1758606930,Chris White makes a short film for 50 friends. (And no one else!),4714277.0
kkst1711956958,Atlas: Not the average superhero story,5386014.0
kkst641053549,"Uzi & Ari record and choreograph the new album + stage production, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Are You Haunted?""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",5179024.0
kkst408867815,Chrissy Murderbot makes a Music Video!,3111038.0
kkst1094638018,Modkit - Electronics (Arduino) for Everyone,2598658.0
kkst1230740932,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Still Around"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" - a Video AIDS Quilt by """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""The HIV Story Project""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3642402.0
kkst230758379,"KickStart """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""PLANS IN PROGRESS,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" ROBOTANISTS New Album & Tour!!!!",2895887.0
kkst822091040,Game Trekking: computer games inspired by world travel,5435946.0
kkst1644206145,Want some FREE CANDY?,7492692.0
kkst1673235070,"Chingy's Big Plans - """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""chillachin"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" at Film Festivals",2545473.0
kkst1044978575,Water & Bodies recording a new full length album,5500826.0
kkst2105661818,"Oak and Gorski's new EP, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Love Destroyer""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592634.0
kkst1203699920,Epitonic.com: Relaunch by the Original Founders,4056822.0
kkst1377101807,Hot Mess - The Webseries,5347266.0
kkst1482914074,Romancing the Angels' Debut EP,6044190.0
kkst1230652867,Help SHE&HER PRODUCTIONS raise money for our new space in the West Bottoms!!,6420838.0
kkst2045213220,Disperse / Displace: A Solo Show in Germany,2592113.0
kkst697256408,The Lair - A Short Horror Film,3888290.0
kkst928432730,Babycastles & Showpaper: New Indie Games Arcade in Manhattan,4343138.0
kkst681611153,I want to be Weird - Adrienne joins the Weird Girls Project of Iceland [Documentary],3014992.0
kkst572099167,"Release Friday Night Fever's New Album, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Party the Night Away""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""!",5290030.0
kkst806159020,Making the Album,2592569.0
kkst1712129595,Join The Rocketboys' creative process--be part of our next two albums.,5452270.0
kkst1496879666,Gold Fools Participation Rally,3875760.0
kkst2023324504,Let's Print The Picture!,3114958.0
kkst898980046,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dead Woman Walkathon""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",5262822.0
kkst185329535,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""In the Spider's Web"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Short Film",1901305.0
kkst1222581554,Open Architecture: An app that gives a damn.,3792942.0
kkst2101101256,New album 'Western Ballad' Fund,3456208.0
kkst814029433,Exploring Yosemite's Cultural Landscapes,1985910.0
kkst443199339,Breathe New Life Into the WNY Book Arts Center!,2592820.0
kkst35096739,DMFS Presents Boneslinky Presale Packages!,6884564.0
kkst529673261,Retrofit Scores,1296176.0
kkst1857927282,REVISED Puritan Rodeo CD Fun Drive!!!,2592307.0
kkst384486589,"THE MISEDUCATION OF SIMON KRAUS: A feature film made by artists, for artists ",2592523.0
kkst1583279671,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""A Sense of Humor"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" short film",1795699.0
kkst892073296,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Shine"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""": soundtrack to a Turkish film",2734164.0
kkst1218557051,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Problems"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""": A Tale of Two Tragically Sad Girls",2592901.0
kkst1865410903,"McCallum High School """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bubbles""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",4372460.0
kkst2013084412,Help ensure BAD BLOOD: A Cautionary Tale (documentary) makes it to national PBS!,5267334.0
kkst310568141,The Scarlet Ending's Cross-Country Trip to Film 2 Music Videos!,2592319.0
kkst654422435,Untitled Ariana Delawari Afghanistan Documentary,2592103.0
kkst1681716650,the Boston Composers' Coalition: Concert Season No. 1,2679210.0
kkst1119974697,The Sheila Divine Returns,5184393.0
kkst1692340328,MARAZENE MACHINE ---> NEW Album!!,2592609.0
kkst1419046275,Rival Sons run the Voodoo down,2349585.0
kkst1177295898,"Help Press Matthew Landis' New Album: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Emotional Alchemy""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",3106955.0
kkst1539606091,Madness Much: Artifice Magazine Issue 2 Release Tour,1607784.0
kkst1997366911,Generate Energy For Barn Razing & Redevelopment At The Imagination Station In Detroit,1604693.0
kkst234740803,San Francisco World Percussion Arts Festival,3888293.0
kkst1169175505,In a Strange Land - A documentary journey from Burma to Thailand to Kentucky,1820853.0
kkst1937993325,"Welcome Home, Daddy",2592283.0
kkst194510417,Greenwood Lake Mural Project,3975039.0
kkst1265971795,Project: Interaction – We teach design!,2592750.0
kkst1053672041,The Indie Cred Test (Presented by Chunklet Magazine),3888789.0
kkst1783909869,40Love Music Video,2592720.0
kkst1149430654,Tien - Starboard Sessions CD,2592149.0
kkst1543061338,Ironwood Bluff Debut Album!,2592647.0
kkst1223672340,Providence HONK Fest 2010,2852868.0
kkst1795701413,Haunting Miss Trentwood: A Historical Thriller,3456133.0
kkst112698595,Children of the Wind,3456204.0
kkst589172690,PATH TO GLORY: The Rise & Rise of the Polish Arabian Horse   DOCUMENTARY FILM,2592541.0
kkst1153419013,"'A House in California,' a point+click art game",2592634.0
kkst1321456135,Dave Stephens - Time Will Tell Album Pre-sale and Fundraiser!!,2776314.0
kkst1505176964,Singing in the Dark,2592414.0
kkst1770759580,Deja-Vu: Dissecting Memory on Camera,3158110.0
kkst1110057419,two weeks on the road with manawi thorn,1899298.0
kkst1351643925,Indie Game Mag: Issue 13 and Get Well Gamers,3668673.0
kkst1473714230,Emerson Young - 1st Full Length Studio Album,2592076.0
kkst1200948090,"TURN, the Short Film",2592857.0
kkst208000132,"Call Me, The Movie",2592291.0
kkst1677449067,"Experimental Opera- """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Tydrus the Twit""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",2592002.0
kkst1068153265,"CANCERPANTS:  At the crossroads of life & breast cancer, a woman becomes a warrior.",2592106.0
kkst583449727,"YOU Release KAISSA's New Record, I Am So Happy!",2592203.0
